분야,질문명,등록일,답변제목,답변등록일,댓글등록일,댓글등록자,댓글내용
신고사건(감독),육아기 근로시간 단축 신청 관련 문의,2022-07-15 13:55:47.0,의견,2022-07-17 04:44:44.0,2022-07-18 09:45:58.0,,"지침까지.. 진짜 최고십니다. 너무 감사합니다 
매번 SOS에 올릴때마다 자세하고 명확한 답변 주셔서 감사합니다!"
신고사건(감독),통상시급 계산(월 통상임금 산정 기준시간) 문의,2022-07-17 13:00:55.0,의견,2022-07-17 20:12:25.0,,,
신고사건(감독),건강검진 유급 처리 여부,2022-07-17 13:06:59.0,의견,2022-07-17 20:45:01.0,,,
신고사건(감독),"5인 미만 사업장, 만18세 미만 근로자 주휴수당 계산관련",2022-07-17 15:05:59.0,의견,2022-07-17 20:17:16.0,,,
신고사건(감독),연차유급휴가 선지급 문의,2022-07-17 22:01:16.0,의견,2022-07-18 07:33:29.0,,,
신고사건(감독),연차유급휴가 선지급 문의,2022-07-17 22:01:16.0,연차휴가 발생 및 사용..,2022-07-18 07:43:04.0,,,
신고사건(감독),임금명세서 교부 관련,2022-07-18 10:36:22.0,의견,2022-07-18 12:16:38.0,,,
신고사건(감독),임금명세서 교부 관련,2022-07-18 10:36:22.0,의견,2022-07-19 11:36:34.0,,,
신고사건(감독),연차유급휴가 관련,2022-07-18 12:13:24.0,의견,2022-07-18 12:22:41.0,,,
신고사건(감독),체불 사업주 융자금 지급 대상 여부 문의,2022-07-18 13:13:45.0,의견,2022-07-18 13:52:20.0,,,
신고사건(감독),체불 사업주 융자금 지급 대상 여부 문의,2022-07-18 13:13:45.0,의견,2022-07-18 13:54:32.0,,,
신고사건(감독),일용직 근로자 근로자의날 수당 지급 관련입니다,2022-07-18 17:05:20.0,의견,2022-07-18 17:18:11.0,2022-07-19 10:07:20.0,,"소정근로일이 월~금요일이고, 일요일은 소정근로일이 아니므로 무급처리해야 합니다."
신고사건(감독),일용직 근로자 근로자의날 수당 지급 관련입니다,2022-07-18 17:05:20.0,근로자의날 수당...,2022-07-18 17:58:23.0,,,
신고사건(감독),근로조건 미명시와 관련,2022-07-19 13:21:41.0,의견,2022-07-19 16:03:07.0,,,
신고사건(감독),건설근로자 퇴직금 산정 관련 문의,2022-07-19 13:35:37.0,행정해석,2022-07-19 15:47:42.0,,,
신고사건(감독),건설근로자 퇴직금 산정 관련 문의,2022-07-19 13:35:37.0,계속근로...,2022-07-20 08:54:05.0,,,
신고사건(감독),병가기간 중 주휴수당,2022-07-20 11:19:49.0,의견,2022-07-20 17:17:00.0,,,
신고사건(감독),월급제 일할계산 금액과 최저임금 위반에 대한 개인적 의견,2022-07-21 08:41:01.0,덧붙여,2022-07-21 09:00:44.0,,,
신고사건(감독),월급제 일할계산 금액과 최저임금 위반에 대한 개인적 의견,2022-07-21 08:41:01.0,(의견),2022-07-21 12:30:40.0,,,
신고사건(감독),월급제 일할계산 금액과 최저임금 위반에 대한 개인적 의견,2022-07-21 08:41:01.0,추가 의견,2022-07-21 13:04:31.0,2022-07-21 15:51:19.0,,네 마지막 말씀이 제 의견과 같습니다. 
신고사건(감독),월급제 일할계산 금액과 최저임금 위반에 대한 개인적 의견,2022-07-21 08:41:01.0,추가 의견,2022-07-21 13:04:31.0,2022-07-21 15:21:26.0,,"그리고 아래 예를 들어주신 부분을 계속근로한 것으로 조금 수정해서 제가 예시한 바로 계산을 한다면요,

""평균 주의 수""라고 되어있기 때문에 계산할 경우에는 총기간을 일률적으로 몇 주로 볼 수 있는지 평균하는게 최대한 문언에 부합한다 여겨져서 아래와 같습니다.

①1.1~7.1 근무하고 퇴사하면 1/31= 67,156 이기에
(11,486,640+67,156)÷(48시간×182일÷7일)=약9,257원
②1.1~6.1 근무하고 퇴사하면 1/30= 63,814 이기에
(9,572,200+63,814)÷(48시간×152일÷7일)=약9,245원
③1.1~2.1 근무하고 퇴사하면 1/28= 68,372 이기에
(1,914,440+68,372)÷(48시간×32일÷7일)=9,036원

굳이 최임법 위반 여부를 판단하려거든 위와 같은 방식이 사실 합리적이라고 생각이 되거든요. 그럼 ①과②는 고시된 최저임금 이상이고 ③은 조금 못미칩니다. ①과②는 일할계산한 금액만을 떼놓고 보면 최저임금법 위반처럼 보이나 실제로 시행령에 준해서 따져보면 최저임금법 위반으로 판단하기는 어렵다는 입장이구요. "
신고사건(감독),월급제 일할계산 금액과 최저임금 위반에 대한 개인적 의견,2022-07-21 08:41:01.0,추가 의견,2022-07-21 13:04:31.0,2022-07-21 15:15:51.0,,아~ 이해했습니다. 가령 31로 나눌게 아니라 차라리 소정근로일수와 실근로일수를 비교하는게 차라리 낫다는 의견이신거죠? 예를 들어 올해 7월일 경우 토요일이 무급휴무일이라고 전제할 때 1/31이 아니라 1/26 으로 일할계산 하는 방법을 말씀주신건가요. 만일 그 부분이라면 동의하는 바이고 합리적인 일할계산 방법 중의 하나라고 생각하고 있습니다. 
신고사건(감독),월급제 일할계산 금액과 최저임금 위반에 대한 개인적 의견,2022-07-21 08:41:01.0,추가 의견,2022-07-21 13:04:31.0,2022-07-21 15:08:47.0,,"아니 일할시 분모에 소정근로일+주휴일을 반영하는게 문제가 아니라, '무급휴무일을 제외안하고 그대로 둔게' 최저임금 미달 문제의 원인인 것 같다는 이야기였습니다..."
신고사건(감독),월급제 일할계산 금액과 최저임금 위반에 대한 개인적 의견,2022-07-21 08:41:01.0,개인적 결론,2022-07-22 11:46:33.0,2022-07-22 17:26:21.0,,"네. 본부 입장은 그렇게 볼 수도 있겠네요. 제 개인적 생각은, 굳이 표현하자면 일할계산한 임금은 ""월 단위로 정해진 임금을 일부 지급한 임금"" 정도이지 않을까 싶거든요. 기본적으로 본부 회신을 따라야겠지만요. 말씀 감사합니다. "
신고사건(감독),월급제 일할계산 금액과 최저임금 위반에 대한 개인적 의견,2022-07-21 08:41:01.0,개인적 결론,2022-07-22 11:46:33.0,2022-07-22 16:52:56.0,,"안녕하세요~

상기 ""일할계산한 금액의 성격을 제5조 제1항 제3호의 '월 단위로 정해진 임금'과 유사하게 보고"" 라는 말씀에 대해서, 
  
. 최저임금법 시행령 제5조 제1항 '제3호는' 월 만근시 월급으로 주기로 정한 임금의 최저임금 미달여부 판단기준이므로, 약정된 월급을 208.57로 나눈 금액이 시간급 최저임금을 넘었는지를 보는 것이지 만근이 아닌 '중도퇴사시 최저임금 미달여부를 말하는 규정이 아니다.' 라고 답변하셔서, 유사하게 보지 않는 것으로 생각됩니다."
신고사건(감독),신고사건 관할 문의(전기공사업),2022-07-21 10:11:02.0,전기공사종합정보시스템입니다,2022-07-21 15:42:59.0,,,
신고사건(감독),신고사건 관할 문의(전기공사업),2022-07-21 10:11:02.0,피진정인 신분...,2022-07-22 08:19:20.0,,,
신고사건(감독),근로자 파견 갱신허가 관련 질의 드립니다.,2022-07-22 09:11:19.0,의견,2022-07-23 21:57:42.0,2022-07-24 18:56:37.0,,정말 감사합니다! ^0^/
신고사건(감독),건설현장 근로자성 판단,2022-07-22 10:35:02.0,의견,2022-07-24 18:03:26.0,,,
신고사건(감독),피의자 신문조사를 출장하여 할수 있는지,2022-07-22 13:51:42.0,의견,2022-07-24 17:49:08.0,,,
감독,검찰 내 형사조정 후 대지급금청구용 체불금품확인원 발급 가능 여부,2022-07-22 14:33:49.0,잘 모르는건 매한가지지만,2022-07-22 14:55:53.0,2022-07-22 15:52:05.0,,"대지급금용 확인서 발급할 수 있는 경우에 대해 지침상으로는 ①근로자와 사업주 간 체불 사실에 대한 진술에 이견이 없고, ②객관적 자료에 의해서도 체불이 명확히 인정되는 경우 모두를 충족한 경우에 발급하도록 하고 있긴 하네요. 소송용은 좀 완화된 기준으로 발급이 가능하다고 되어있고... 현재 사업주가 이견이 상당한 상황이면 대지급금용 발급은 좀 조심스러우시겠네요. "
감독,고의성 없을 시 내사종결값 여부,2022-07-22 19:38:09.0,의견,2022-07-24 18:10:05.0,,,
감독,고의성 없을 시 내사종결값 여부,2022-07-22 19:38:09.0,고의...,2022-07-25 07:39:14.0,,,
감독,고의성 없을 시 내사종결값 여부,2022-07-22 19:38:09.0,답변입니다,2022-07-25 18:56:03.0,,,
신고사건(감독),확정기여형 퇴직연금 관련 질문입니다.,2022-07-26 08:50:12.0,의견,2022-07-26 09:22:10.0,2022-07-26 12:49:07.0,,네! 꼭 들을께요 감사합니다 :)
신고사건(감독),확정기여형 퇴직연금 관련 질문입니다.,2022-07-26 08:50:12.0,의견,2022-07-26 09:22:10.0,2022-07-26 10:29:22.0,,"고맙습니다~^^ 감독관님도 화이팅입니다~!
3년차되시면 꼭 ""근로감독행정 전문과정(매주 금요일, 3개월 과정)"" 수강하시길 강력 추천드립니다~!"
신고사건(감독),확정기여형 퇴직연금 관련 질문입니다.,2022-07-26 08:50:12.0,의견,2022-07-26 09:22:10.0,2022-07-26 09:40:21.0,,"감독관님 항상 명쾌하고 깔끔한 답변 달아주셔서 너무 감사드립니다.
오늘도 행복한 하루되십시오 :)/ 좋은일만 가득하기를 ! "
신고사건(감독),확정기여형 퇴직연금 관련 질문입니다.,2022-07-26 08:50:12.0,(의견),2022-07-26 09:52:09.0,2022-07-26 16:19:35.0,,소중한 의견 감사합니다:)
신고사건(감독),신고사건 관할문의,2022-07-26 10:07:39.0,의견,2022-07-26 10:27:42.0,,,
신고사건(감독),통상임금 산정기준시간수,2022-07-26 11:10:01.0,의견,2022-07-26 11:27:41.0,,,
신고사건(감독),통상임금 산정기준시간수,2022-07-26 11:10:01.0,포괄임금제시 통상임금 계산방법,2022-07-27 12:52:59.0,,,
신고사건(감독),전기공사업의 건산법 연대책임 적용 여부,2022-07-26 13:04:29.0,의견,2022-07-26 13:13:25.0,2022-07-29 11:26:07.0,,"ㅁ 답변 빌려 의견 남깁니다.

 ㅇ전기공사업은 44조의2 적용되지 않습니다.(또한 44조의2는 임금만 해당, 퇴직금은 애당초 연대책임 대상이 아님)

 ㅇ 퇴직금을 원청을 통해서 권리 구제 받게끔 할 수 없습니다.
    - 진정인 편에 서서 일하는 것은 칭찬받아 마땅하지만, 우리는 그들의 노무사 또는 변호사가 아니니 진정인을 고용한 업체를 빠르게 조사해서 검찰로 송치하시는 것이 감독관이 할 수 있는 '권리구제' 방법일 겁니다."
사업장감독(감독),감시적근로종사자 적용제외 승인신청,2022-07-27 10:06:29.0,의견,2022-07-27 10:19:37.0,,,
신고사건(감독),송치 후 검사 수사지휘로 위반 법조항 추가시 추가범죄인지여부 문제,2022-07-27 15:06:16.0,송치 후 수사지휘서,2022-07-27 15:28:38.0,,,
신고사건(감독),해고예고 3개월 미만,2022-07-28 13:52:15.0,해고예고 적용제외...,2022-07-29 09:04:12.0,,,
사업장감독(감독),위약예정의 금지,2022-07-28 21:46:42.0,손해배상...,2022-07-29 08:47:25.0,,,
사업장감독(감독),위약예정의 금지,2022-07-28 21:46:42.0,의견,2022-07-29 11:09:19.0,,,
신고사건(감독),연차유급휴가의 시기지정권과 관련하여,2022-07-29 15:34:58.0,개인적인 의견,2022-07-29 16:53:10.0,,,
신고사건(감독),연장근로(시간외) 시간의 계산,2022-07-30 13:41:33.0,의견,2022-07-30 22:22:27.0,,,
신고사건(감독),정보공개(취업규칙) 공개가능 여부 질문,2022-08-01 09:32:03.0,의견,2022-08-01 12:02:26.0,,,
사업장감독(감독),정보공개여부(사건 당사자가 아닌 청구인이 종결된 사건의 처리결과에 대해 정보공개 청구),2022-08-01 10:33:46.0,의견,2022-08-01 12:05:09.0,,,
사업장감독(감독),확정기여형 dc형 퇴직연금 중간에 납입안한 기간 계산 질문드립니다.,2022-08-01 15:49:07.0,.,2022-08-01 16:39:45.0,,,
신고사건(감독),연차미사용 수당 관련(회계년도 관리 후 입사일기준으로 정산시),2022-08-01 17:42:12.0,의견,2022-08-01 19:15:51.0,,,
신고사건(감독),연차미사용 수당 관련(회계년도 관리 후 입사일기준으로 정산시),2022-08-01 17:42:12.0,의견,2022-08-02 09:05:07.0,,,
사업장감독(감독),통신영장 관련 건의드립니다.,2022-08-02 13:48:26.0,답변입니다.,2022-08-03 14:01:06.0,,,
신고사건(감독),간이대지급금 청구를 위한 체불임금등사업주확인서 발급 기한,2022-08-02 13:52:38.0,의견,2022-08-02 17:20:39.0,,,
신고사건(감독),근로자가 사직의사를 밝혔으나 철회하는 경우,2022-08-02 15:27:04.0,의견,2022-08-02 17:12:28.0,,,
신고사건(감독),근로자가 사직의사를 밝혔으나 철회하는 경우,2022-08-02 15:27:04.0,해고의 성립...,2022-08-03 08:22:17.0,,,
감독,해고 존부 여부,2022-08-03 16:39:12.0,의견,2022-08-04 07:36:14.0,,,
신고사건(감독),단속적 근로자에 대한 적용제외 승인 신청과 관련하여 상시적인 업무,2022-08-03 16:41:37.0,의견,2022-08-04 07:54:38.0,,,
신고사건(감독),통상임금 관련,2022-08-04 17:02:19.0,개인적인 의견,2022-08-05 10:10:48.0,,,
신고사건(감독),통상임금 관련,2022-08-04 17:02:19.0,추가질문 드립니다.,2022-08-05 13:43:27.0,2022-08-05 14:50:41.0,,"(아래에 다 적지 못해서 나누어 적습니다.)

2번과 같이 단일한 금액으로의 포괄임금 형태에서도 결국 포괄임금제 성립의 여부나 포괄임금제의 유효성, 즉 근로자에게 불이익이 있는지 없는지를 따져야 되는데 단일한 임금의 형태에서는 기본임금 자체를 구분할 수가 없기 때문에 연장근로수당이 적법하게 산정되었는지 아닌지가 쟁점이 될 수 없고 결국 역산해서 도출한 시간급이 최저임금에 위반되는지 아닌지 정도밖에는 비교가 불가능합니다. 그래서 언급해주신 대법원의 법리를 적용하기는 어려운 사례 아닌가 싶구요. "
신고사건(감독),통상임금 관련,2022-08-04 17:02:19.0,추가질문 드립니다.,2022-08-05 13:43:27.0,2022-08-05 14:42:14.0,,"""기준근로시간을 초과하는 고정수당이 통상임금에 해당하는 것으로 밝혀진 경우~~~ 이사건 2시간(기준근로시간 초과시간)이 통상임금으로 인정받는 다는 것은 1일 8시간 초과 근무시간을 ‘소정근로’로 보았단 것이고~""

→ 이 부분은 과거에 대법원이 통상임금 산정의 방법과 관련한 부분에 대한거 아닐까요. 연장근로수당등을 포함한 임금을 지급해서 그 임금을 시간급 임금으로 환산을 해야할 때 원칙적인 방법은 그 임금에서 연장근로수당에 해당하는 임금 부분을 가려낸 다음 소정근로시간으로만 나누는 방법을 이용해야 하는데, 계산의 원리상 연장근로수당을 포함한 임금을 연장근로시간을 포함한 총시간으로 나누어도 동일한 결과값이 나오니깐 그렇게 해도 된다는 판례가 있잖아요. 그런 의미로 이해할 수 있는게 아닐까 생각이 되요. 

그리고 그 아래에서 예시를 들어준 부분과 관련해서 제 생각은 위 대법원 판례가 적용될 수 있는 사례는 적어도 보통 얘기하는 '정액 수당 포괄임금 형태' 이상은 되어야 적용이 될 수 있는 법리이고, 그러한 구분 없이 기본급 자체를 정하지 않고 하나의 임금액으로 정한 포괄임금 형태에서는 적용하기가 불가능한 법리 아닌가 싶습니다. 최소한 정액수당 형태의 포괄임금제를 적용했으나 포괄임금약정이 성립하지 않았거나 또는 결국 근로시간의 산정이 가능하여 포괄임금의 유효성 여부를 따져 근로자에게 불이익한지 여부를 판단할수가 있는 경우에요. 왜냐하면 최소한 정액수당 형태의 포괄임금형태에서는 기본임금이 확정되어 있으니까요. 
그래서 언급하신 2와 같이 단일한 임금으로의 포괄임금 형태는 애초에 10만원을 포괄임금제로 한 계약으로 보고 가산율을 당연히 반영할 수 밖에 없지 않나 개인적으로 생각합니다. "
